id,level,topic,title,metric_status,lexical_flags,editorial_result,action,evidence_terms,editorial_note
s1054,3,Mystery and adventure,The Hidden Black Umbrella,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,umbrella; assumption; convincing; correcting; everyone; evidence; explanation; involving; matching; ordinary,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1055,3,Mystery and adventure,The Hidden Orchard Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1056,3,Mystery and adventure,The Hidden Theater Mask,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1057,3,Mystery and adventure,The Hidden Mountain Radio,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,emergency; accounts; actually; compared; comparison; confidence; connected; differently; established; explanation,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1058,3,Mystery and adventure,The Hidden Bakery Window,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1059,3,Mystery and adventure,The Hidden Farm Gate,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,donkey; latch; hairs; accounted; blaming; convincing; correcting,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1060,3,Mystery and adventure,The Hidden Music Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1061,4,Mystery and adventure,The Hidden Lake Light,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1062,4,Mystery and adventure,The Hidden Wooden Compass,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1063,4,Mystery and adventure,The Silver Brass Key,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1064,4,Mystery and adventure,The Silver School Bell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1065,4,Mystery and adventure,The Silver Red Violin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1066,4,Mystery and adventure,The Silver Recipe Book,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,handprint,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1067,4,Mystery and adventure,The Silver Silver Ticket,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1068,4,Mystery and adventure,The Silver Garden Map,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1069,4,Mystery and adventure,The Silver Museum Coin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1070,4,Mystery and adventure,The Silver Blue Lantern,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1071,4,Mystery and adventure,The Silver Harbor Flag,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1072,4,Mystery and adventure,The Silver Library Card,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1073,4,Mystery and adventure,The Silver Glass Button,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1074,4,Mystery and adventure,The Silver Clock Hand,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1075,4,Mystery and adventure,The Silver Painted Shell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1076,4,Mystery and adventure,The Silver Paper Crown,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1077,4,Mystery and adventure,The Silver Green Bicycle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1078,4,Mystery and adventure,The Silver Stone Bird,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1079,4,Mystery and adventure,The Silver Sealed Letter,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1080,4,Mystery and adventure,The Silver Gold Spoon,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1081,5,Mystery and adventure,The Silver Empty Frame,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1082,5,Mystery and adventure,The Silver Roof Footprint,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1083,5,Mystery and adventure,The Silver River Notebook,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1084,5,Mystery and adventure,The Silver Market Whistle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1085,5,Mystery and adventure,The Silver Black Umbrella,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1086,5,Mystery and adventure,The Silver Orchard Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1087,5,Mystery and adventure,The Silver Theater Mask,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1088,5,Mystery and adventure,The Silver Mountain Radio,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1089,5,Mystery and adventure,The Silver Bakery Window,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1090,5,Mystery and adventure,The Silver Farm Gate,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1091,5,Mystery and adventure,The Silver Music Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1092,5,Mystery and adventure,The Silver Lake Light,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1093,5,Mystery and adventure,The Silver Wooden Compass,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1094,5,Mystery and adventure,The Last Brass Key,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1095,5,Mystery and adventure,The Last School Bell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1096,6,Mystery and adventure,The Last Red Violin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1097,6,Mystery and adventure,The Last Recipe Book,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1098,6,Mystery and adventure,The Last Silver Ticket,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1099,6,Mystery and adventure,The Last Garden Map,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1100,6,Mystery and adventure,The Last Museum Coin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1101,6,Mystery and adventure,The Last Blue Lantern,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1102,6,Mystery and adventure,The Last Harbor Flag,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1103,6,Mystery and adventure,The Last Library Card,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1104,6,Mystery and adventure,The Last Glass Button,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1105,6,Mystery and adventure,The Last Clock Hand,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1106,6,Mystery and adventure,The Last Painted Shell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1107,6,Mystery and adventure,The Last Paper Crown,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1108,6,Mystery and adventure,The Last Green Bicycle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1109,6,Mystery and adventure,The Last Stone Bird,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1110,6,Mystery and adventure,The Last Sealed Letter,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1111,7,Mystery and adventure,The Last Gold Spoon,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1112,7,Mystery and adventure,The Last Empty Frame,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1113,7,Mystery and adventure,The Last Roof Footprint,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1114,7,Mystery and adventure,The Last River Notebook,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1115,7,Mystery and adventure,The Last Market Whistle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1116,7,Mystery and adventure,The Last Black Umbrella,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1117,7,Mystery and adventure,The Last Orchard Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1118,7,Mystery and adventure,The Last Theater Mask,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1119,7,Mystery and adventure,The Last Mountain Radio,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1120,7,Mystery and adventure,The Last Bakery Window,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
